"""The Ten Year Treasury's Positive Return In 2016 via @forbes https://t.co/yrzlnkxHxa $TLT $TBT 'yields' aren't the whole story","""the ten year treasury's positive return in via lt  'yields' aren't the whole story",-1
"'Why U.S. Bond Investors Need To Watch Japanese Bonds Closely via @forbes https://t.co/1J0RfdIa36 $tlt $tbt $ief $agg $bnd","'why u.s. bond investors need to watch japanese bonds closely via lt  ef  nd",0
"""@TheStalwart 'alledged' or 'so-called' or 'historically speaking' low vol stocks $usmv $splv",""" 'alledged' or 'so-called' or 'historically speaking' low vol stocks smv plv",-1
"'Global Bond Yields At A Glance via @forbes https://t.co/dr8JPaCFyS $tlt $tbt $ief","'global bond yields at a glance via lt  ef",-1
"""What's Next For Bond Yields? via @forbes https://t.co/GVKKhbR318 $TLT $TBT $IEF $LQD - look for bonds to rally next - too far, too fast","""what's next for bond yields? via lt  ef  - look for bonds to rally next - too far, too fast",0
"'Santelli Exchange: Treasury yields overheated? https://t.co/N80xRcwdWP $TLT $IEF $TBT $LQD $AGG $BND  - my answer is yes!","'santelli exchange: treasury yields overheated? lt ef    nd - my answer is yes!",0
"""What's Next For Bond Yields? via @forbes https://t.co/A3Xc3PfHWe $tlt $tbt $agg $bnd $tip $lqd $ief $hyg $jnk","""what's next for bond yields? via lt   nd   ef  nk",0
"'Global Bond Yields At A Glance via @forbes https://t.co/18i1rRGvaX why Japan &amp; Italy may hold key to US Treasuries $TLT $TBT $IEF","'global bond yields at a glance via why japan &amp; italy may hold key to us treasuries lt  ef",0
"Global Bond Yields At A Glance via @forbes https://t.co/j32ekWcFUU $TLT $TBT $HYG $JNK $IEF $LQD $AGG $BND","'global bond yields at a glance via lt   nk ef   nd",0
"Santelli Exchange: Treasury yields overheated? https://t.co/N80xRcwdWP $tlt $tbt $lqd $ief","'santelli exchange: treasury yields overheated? lt   ef",-1
"'On @CNBC with @RickSantelli at 10:40 - bonds and yields $tlt $tbt $hyg $jnk and maybe a bit of #VIX","'on with at :40 - bonds and yields lt   nk and maybe a bit of",0
"Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/6gKkt3UsAf time for a reversal soon? $tlt $tbt","'hi ho, hi ho, to higher yields we go via time for a reversal soon? lt",1
"'RT @Nvestly: RT @TFMkts: Can the U.S. Risk Rally Last? https://t.co/DgtiQry5tS via @markets $tlt $vxx $usmv $spy $qqq @thestalwart @scarlet\xe2\x80\xa6","'rt : rt : can the u.s. risk rally last? via lt  smv py  \xe2\x80\xa6",0
"'Time To Reload On #VIX? via @forbes https://t.co/YXM1G0vNjQ  $UVXY $TVIX $VXX $XIV $IWM $XLF $QQQ $SPY time for hedges again?","'time to reload on ? via vxy vix    lf  py time for hedges again?",0
"'Can the U.S. Risk Rally Last? https://t.co/WVZcXQmRr9 via @markets $tlt $vxx $usmv $spy $qqq @thestalwart @scarletfu","'can the u.s. risk rally last? via lt  smv py",0
"'RT @MktOutperform: Largest daily declines in the long bond ETF (inception July 2002)...\n\nToday was #2: -4.2%\n\n$TLT https://t.co/rzRGp7vXT3","'rt : largest daily declines in the long bond etf (inception july )...\n\ntoday was : %\n\nlt",0
"'Trump Is Good For Stocks Because Builders Build via @forbes https://t.co/kR0xG0Rmvq $spy $iwm $qqq $tlt trump will revert to what he knows","'trump is good for stocks because builders build via py   lt trump will revert to what he knows",1
"'$usmv $splv down on day along with other bond proxy stocks lagging","'smv plv down on day along with other bond proxy stocks lagging",0
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/7oWHweIYLS from oct 11 $tlt $ief $tbt","'hi ho, hi ho, to higher yields we go via from oct lt ef",1
"'Trump Is Good For Stocks Because Builders Build via @forbes https://t.co/mF7ev598QD $uvxy #VIX $SPY $QQQ $IWM $IBB","'trump is good for stocks because builders build via vxy py",1
"'RT @ShortTreasuries: Tomorrow is going to be a banner day on the tactical bearish side if this holds up. Eyes on the $VIX in the AM. Going\xe2\x80\xa6","'rt : tomorrow is going to be a banner day on the tactical bearish side if this holds up. eyes on the  in the am. going\xe2\x80\xa6",0
"'RT @jonnajarian: Here is how that $VIX hedge works per $100,000 in portfolio value @HalftimeReport https://t.co/5Td15OUgct","'rt : here is how that  hedge works per $100,000 in portfolio value",0
"'RT @KamakuraCo: Kamakura Corporation Troubled Company Index Rises, knocking world-wide credit conditions down 1 point to 65th percentile $J\xe2\x80\xa6","'rt : kamakura corporation troubled company index rises, knocking world-wide credit conditions down point to th percentile \xe2\x80\xa6",1
"@MadMoneyOnCNBC @jimcramer @CNBC not until the bond proxy unwind is over $dvy $usmv $splv and watch the #VIX flows $uvxy $tvix $vxx","' not until the bond proxy unwind is over vy smv plv and watch the flows vxy vix",-1
"'The Scariest Chart For Bond Yields via @forbes https://t.co/wMwe89JCcH this #contra worked great $tlt $tbt $lqd","'the scariest chart for bond yields via this worked great lt",1
"'RT @MktOutperform: Since late June...\nHigh Beta: +20%\nLow Vol: -1%\n$SPHB $SPLV\nhttps://t.co/kzZiBEM9pP https://t.co/ixb9Oph7Xw","'rt : since late june...\nhigh beta: +20%\nlow vol: %\nphb plv\nhttps://",0
"'The Scariest Chart For Bond Yields via @forbes https://t.co/EMa019ReSN $TLT $TBT $AGG $BND $LQD bonds trading poorly this week","'the scariest chart for bond yields via lt   nd  bonds trading poorly this week",-1
"'RT @TheBubbleBubble: The Scariest Chart For Bond Yields: https://t.co/SJEC3e8c4h by @TFMkts $IEF $TLT $HYG https://t.co/HcOW4mIHbj","'rt : the scariest chart for bond yields: by ef lt",-1
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/nd2EsWVmJV $tlt $tbt $ief $agg $bnd $lqd","'hi ho, hi ho, to higher yields we go via lt  ef  nd",1
"'The Scariest Chart For Bond Yields via @forbes https://t.co/ofVogzeVlI 10 year treasury briefly broke support today $tlt $tbt $agg $bnd","'the scariest chart for bond yields via year treasury briefly broke support today lt   nd",0
"'The Scariest Chart For Bond Yields via @forbes https://t.co/iNrUgIGOl2 $TLT $TBT $LQD $AGG $BND $HYG $JNK","'the scariest chart for bond yields via lt    nd  nk",0
"'Is extreme complacency, the Scariest Chart For Bond Yields? via @forbes https://t.co/khK6kOI7TP treasury VIX pummeled $TLT $TBT $AGG$BND","'is extreme complacency, the scariest chart for bond yields? via treasury vix pummeled lt  nd",-1
"'The Scariest Chart For Bond Yields via @forbes https://t.co/hvm7D73GOn $tlt $tbt $agg $bnd $lqd $phk","'the scariest chart for bond yields via lt   nd  k",-2
"'The Scariest Chart For Bond Yields via @forbes https://t.co/eWbV65IDN6 Treasury VIX is extremely low - Contrarian Signal? $TLT $TBT","'the scariest chart for bond yields via treasury vix is extremely low - contrarian signal? lt",-2
"'The Scariest Chart For Bond Yields via @forbes https://t.co/eWbV65IDN6 $TLT $TBT $LQD $BND $AGG $VXX #VIX $IEF","'the scariest chart for bond yields via lt   nd   ef",-1
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/pkPyCsQq2l #tepper #gundlach #icahn all agree $tlt $agg $bnd","'hi ho, hi ho, to higher yields we go via all agree lt  nd",0
"'Selling Junk Bonds To Buy Leveraged Loans Still Makes Sense via @forbes https://t.co/geBGMFMVXO $bkln $srln vs $hyg $jnk $sjnk $hys","'selling junk bonds to buy leveraged loans still makes sense via kln rln vs  nk jnk ys",0
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/uoo8YZvioj $tlt $tbt $hyg $jnk $lqd $agg $bnd","'hi ho, hi ho, to higher yields we go via lt   nk   nd",1
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/4RLcjmBFGM nothing in #FOMC #FEDminutes changes view $TLT $TBT $AGG $BND","'hi ho, hi ho, to higher yields we go via nothing in changes view lt   nd",0
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/NfbeSN947N $agg $bnd $tlt $tbt $ief $lqd","'hi ho, hi ho, to higher yields we go via  nd lt  ef",1
"""@corptrader @GreekFire23 I hate the 'bond proxies' especially $usmv $splv",""" i hate the 'bond proxies' especially smv plv",-1
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/AsgshZiJnG $tlt $tbt $bnd $agg $lqd","'hi ho, hi ho, to higher yields we go via lt  nd",1
"'Hi Ho, Hi Ho, To Higher Yields We Go via @forbes https://t.co/DK4Bebu419 $TLT $TBT $AGG $BND $LQD $HYG $JNK","'hi ho, hi ho, to higher yields we go via lt   nd   nk",1
"""Santelli Exchange: A 'real risk' in bond proxies https://t.co/Dz5RcVWJmh $xlu $dvy $usmv $splv an ongoing issue","""santelli exchange: a 'real risk' in bond proxies lu vy smv plv an ongoing issue",0
"Selling Junk Bonds To Buy Leveraged Loans Still Makes Sense via @forbes https://t.co/b9LA6TKOyv $hyg $jnk $bkln $splv","'selling junk bonds to buy leveraged loans still makes sense via  nk kln plv",-1
"Investors Piling Into Junk Bonds Could Be Overlooking Warning Signs https://t.co/g8SqBlNdrT  $jnk $hyg $hys $sjnk $bkln $spln","'investors piling into junk bonds could be overlooking warning signs nk  ys jnk kln pln",-1
"""Bearish Is The 'New Black' via @forbes https://t.co/jPzfu0hLw1 how crowded did $XLU $DVY $USMV $SPLV get?","""bearish is the 'new black' via how crowded did lu vy smv plv get?",0
"'@DougKass i think need to be very careful on discussing $DB equity risk versus #systemtic #crash risk https://t.co/o9DeyQWjhh","' i think need to be very careful on discussing b equity risk versus risk",0
"Seperating Deutsche Bank Equity Risk From Systemic Risk via @forbes https://t.co/lO6BKP4nUn $DB #ECB #Merkel","'seperating deutsche bank equity risk from systemic risk via b",-1
"""For Saving Private #Cryan need to think of 5 major $db $dbk classes - equity -AT1/CoCo -sub debt -snr unsec'd obligations - depositors","""for saving private need to think of major b bk classes - equity -at1/coco -sub debt -snr unsec'd obligations - depositors",0
"'RT @creditmacro: $DB 6 cocos very sticky around 71 area.. lows in Feb &amp; again past week.. traded bid 69 handle first thing but stabilized n\xe2\x80\xa6","'rt : b cocos very sticky around area.. lows in feb &amp; again past week.. traded bid handle first thing but stabilized n\xe2\x80\xa6",1
"'Will be talking about $db #CDS and systemic risk today at 3:30 on @BloombergTV and 3:45 on @BloombergRadio","'will be talking about b and systemic risk today at :30 on and :45 on",0
"'RT @ETFFunds: Traders Opt for Crowded Volatility Hedge.. https://t.co/0jRDb4Lw9M $VXX #ETF #ETFs #Stocks","'rt : traders opt for crowded volatility hedge..",0
"""RT @lcdnews: Fridson: The overvaluation in today's US #highyield bond market just hit an 8-year high https://t.co/4JrOWu5mry $HYG (free) ht\xe2\x80\xa6","""rt : fridson: the overvaluation in today's us bond market just hit an -year high  (free) ht\xe2\x80\xa6",0
"'Selling Junk Bonds To Buy Leveraged Loans Still Makes Sense via @forbes https://t.co/GFzYfYsm1A $HYG $JNK $SRLN $BKLN","'selling junk bonds to buy leveraged loans still makes sense via  nk rln kln",1
"'Selling Junk Bonds To Buy Leveraged Loans Still Makes Sense via @forbes https://t.co/uLMVs9nVed sell $hyg $jnk $sjnk buy $srln $bkln","'selling junk bonds to buy leveraged loans still makes sense via sell  nk jnk buy rln kln",0
"'Finally Some Profit Taking In VIX ETFs via @forbes https://t.co/4zjIjyzdBG $uvxy $vxx some serious outflows - hedges coming off too early?","'finally some profit taking in vix etfs via vxy  some serious outflows - hedges coming off too early?",0
"'Selling Junk Bonds To Buy Leveraged Loans Still Makes Sense via @forbes https://t.co/vhtHT8gnqf $HYG $JNK $SHY $SRLN $BKLN $FLOT","'selling junk bonds to buy leveraged loans still makes sense via  nk hy rln kln lot",0
"""Santelli Exchange: A 'real risk' in bond proxies https://t.co/Dz5RcVWJmh $dvy $splv $usmv","""santelli exchange: a 'real risk' in bond proxies vy plv smv",-1
"'@thoreau_devotee @Forbes I will be watching vix ETFs for profit taking and Japanese govt bonds most I think. Also $dvy $usmv flows","' i will be watching vix etfs for profit taking and japanese govt bonds most i think. also vy smv flows",1
"'Floating Rate Assets Belong In Your Fixed Income Portfolio via @forbes https://t.co/2d58TYgLDh buy $BKLN sell $HYG $JNK $LQD","'floating rate assets belong in your fixed income portfolio via buy kln sell  nk",0
"'Is There More Pain Ahead for U.S. Stocks? https://t.co/2DC7uSGH7X via @markets $USMV $SPLV $DVY come up and $UVXY $TVIX","'is there more pain ahead for u.s. stocks? via smv plv vy come up and vxy vix",-1
"'Santelli Exchange: QE- corporate style https://t.co/VFDoUvw7dc concerns about $USMV $SPLV $DVY bond proxies, etc","'santelli exchange: qe- corporate style concerns about smv plv vy bond proxies, etc",0
"'RT @TFMkts: Floating Rate Assets Belong In Your Fixed Income Portfolio via @forbes https://t.co/NAl5yHE4UK $BKLN almost yields as much as $\xe2\x80\xa6","'rt : floating rate assets belong in your fixed income portfolio via kln almost yields as much as $\xe2\x80\xa6",0
"'Floating Rate Assets Belong In Your Fixed Income Portfolio via @forbes https://t.co/NAl5yHE4UK $BKLN almost yields as much as $HYG $JNK","'floating rate assets belong in your fixed income portfolio via kln almost yields as much as  nk",0
"'Is There More Pain Ahead for U.S. Stocks? https://t.co/2DC7uSGH7X via @markets $UVXY $TLT","'is there more pain ahead for u.s. stocks? via vxy lt",0
"'RT @CBOE: Big buyer of out of the money $VXX calls from Friday highlighted https://t.co/PJ4OajJvFF $VIX $SVXY $UVXY","'rt : big buyer of out of the money  calls from friday highlighted  vxy vxy",0
"'The Five Circles Of Bond Market Hell via @forbes https://t.co/LED9a1r2BT $HYG $JNK $LQD $BND $AGG $TLT $TBT $BKLN $EMB $FLOT","'the five circles of bond market hell via  nk  nd  lt  kln mb lot",0
"'Santelli Exchange: QE- corporate style https://t.co/VFDoUvw7dc bonds, qe, libor, $DVY $BKLN","'santelli exchange: qe- corporate style bonds, qe, libor, vy kln",0
"'Are VIX ETFs A Powder-keg Waiting To Explode? via @forbes https://t.co/yGNvT4iSKh #VIX $VXX $UVXY $TVIX $VIX $UX_F danger for bulls","'are vix etfs a powder-keg waiting to elode? via  vxy vix  x_f danger for bulls",0
"'Lehman Was Not A Moment via @forbes https://t.co/Jk40vl5pWR good news for bears $ES_F $sds $qqq $uvxy","'lehman was not a moment via good news for bears s_f ds  vxy",0
"""The VIX Is Dead! Long Live The VIX!  https://t.co/OQcmsjqeHr the 'hedge' capitulation seems over for now $uvxy $tvix $vxx #vix","""the vix is dead! long live the vix! the 'hedge' capitulation seems over for now vxy vix",1
"'As the #Brexit #ECB Short squeeze rally continues - remember stocks were up lehman week too https://t.co/uyzbAQHSrL $SPY $QQQ $UVXY","'as the short squeeze rally continues - remember stocks were up lehman week too py  vxy",-1
"'Brean\xe2\x80\x99s Tchir Sees Brexit Risk to High Grade Corporates (Audio) https://t.co/ShMjXhslD5 via @business $lqd &amp;tagged $bnd","'brean\xe2\x80\x99s tchir sees brexit risk to high grade corporates (audio) via  &amp;tagged nd",-1
"""Because it's not a fear index when $uvxy is a crowded long? https://t.co/u2bjgwN7se https://t.co/Wwvf5S0tMO","""because it's not a fear index when vxy is a crowded long?",0
"""What'd You Miss? (06/13) https://t.co/Dq5A00yveQ @business #vix as asset class &amp; 'safe' stock discourse good $UVXY $SPLV $USMV","""what'd you miss? (06/13) as asset class &amp; 'safe' stock discourse good vxy plv smv",0
"'Is Bearish Sentiment Finally Diminishing? via @forbes https://t.co/v7RHCWNQXH $XLU $TLT $SDS $UVXY - important as a contrarian","'is bearish sentiment finally diminishing? via lu lt ds vxy - important as a contrarian",0
"'@erwillia @WSJ yes and the hidden rotation out of beta sell $qqq buy $xlu hmmmm","' yes and the hidden rotation out of beta sell  buy lu hmmmm",1
"""The night they drove old VIXie down - $uvxy $tvix $vxx can't hold a bid even today.","""the night they drove old vixie down - vxy vix  can't hold a bid even today.",-1
"""Bearish Is The 'New Black' via @forbes https://t.co/5Tr9SZHgze evidence of bearish positioning in many forms $sds $uvxy $usmv #aAii","""bearish is the 'new black' via evidence of bearish positioning in many forms ds vxy smv",0
"""Bearish Is The 'New Black' via @forbes https://t.co/c7TfTosB6n so many bears $sds $uvxy $usmv $xlu fueling squeeze","""bearish is the 'new black' via so many bears ds vxy smv lu fueling squeeze",0
"'Looking forward to being on @CNBC with @RickSantelli at 11:40 -$hyg $jnk high yield","'looking forward to being on with at :40 - nk high yield",1
"""Bearish Is The 'New Black' via @forbes https://t.co/8xCQbMwViO contributing to the #squeeze $spy $es_f","""bearish is the 'new black' via contributing to the py s_f",0
"'Fund Flows Are More Bearish Than They Appear via @forbes https://t.co/VDfJe2ID2K few read - but had some useful data $sds $uvxy $dust","'fund flows are more bearish than they appear via few read - but had some useful data ds vxy ust",-1
"'Fund Flows Are More Bearish Than They Appear via @forbes https://t.co/w5nyPsOBoS big rotation out of beta $DVY $USMV $XLU","'fund flows are more bearish than they appear via big rotation out of beta vy smv lu",-1
"'Equity ETF Fund Flows Worse Than They Look via @forbes https://t.co/u3rJzDY494 hidden de-risking $usmv in $qqq $iwm out","'equity etf fund flows worse than they look via hidden de-risking smv in   out",0
"'The Bloomberg Advantage: Tchir Says Bearishness is \xe2\x80\x98New Black\xe2\x80\x99 https://t.co/hLFMb7fV51 via @business $sds $uvxy","'the bloomberg advantage: tchir says bearishness is \xe2\x80\x98new black\xe2\x80\x99 via ds vxy",0
"""Has 'VIX' Bottomed? via @forbes https://t.co/lginjStw3K yesterday offered glimmer of hope but futures roll is coming $tvix $vxx $uvxy","""has 'vix' bottomed? via yesterday offered glimmer of hope but futures roll is coming vix  vxy",0
"'@DanPAshby @Forbes last November / December seemed bullish sentiment to me - and flows been extreme recently $SDS $UVXY to name 2","' last november / december seemed bullish sentiment to me - and flows been extreme recently ds vxy to name",-1
"'Four Stats that Show the Fear in the Market https://t.co/EpQY5p8Lms via @WSJ bearish is the consensus trade $spy $qqq $es_f","'four stats that show the fear in the market via bearish is the consensus trade py  s_f",0
"'@hmeisler same thing as I\'ve seen with $vxx $uvxy $tvix flows - investors very ""hedged""?","' same thing as i\'ve seen with  vxy vix flows - investors very ""hedged""?",0
"'RT @Copernicus2013: Shares outstanding in $VXX went to all time highs as lemmings pile into a flawed ""hedge""..Cc:@groditi @selling_theta ht\xe2\x80\xa6","'rt : shares outstanding in  went to all time highs as lemmings pile into a flawed ""hedge""..cc: ht\xe2\x80\xa6",-1
"'@ConciseInvestor @zerohedge $spy doesn\'t much as too many $uvxy ""hedges""","' py doesn\'t much as too many vxy ""hedges""",0
"'I hope no one is long $qqq with a $uvxy hedge","'i hope no one is long  with a vxy hedge",-1
"'@TodayTrader long $aapl with a $uvxy hedge? :)","' long  with a vxy hedge?",0
"'More Concerns With VIX Related Equity Hedges via @forbes https://t.co/qYXdMAzyfa $uvxy $tvix $vxx","'more concerns with vix related equity hedges via vxy vix",-1
"'@Pgrills24 it reminds me of CDX when IG bond people mocked it or $HYG $JNK when HY people ignored","' it reminds me of cdx when ig bond people mocked it or  nk when hy people ignored",0
"""Is Long 'VIX' A Crowded Trade? via @forbes https://t.co/dLoneY5li3 $uvxy $tvix bear trap?","""is long 'vix' a crowded trade? via vxy vix bear trap?",0
"'RT @GonzoFinance: @lisaabramowicz1 @TFMkts @Bfly who needs Argie bonds when I can put it all in $DICE","'rt : who needs argie bonds when i can put it all in ice",0
"'More Concerns With VIX Related Equity Hedges via @forbes https://t.co/lLS46BhJLt $TVIX $UVXY with massive inflows yesterday","'more concerns with vix related equity hedges via vix vxy with massive inflows yesterday",0
"'More Concerns With VIX Related Equity Hedges via @forbes https://t.co/SHFKjyIbWp $VXX #VIX $UVXY $TVIX $SPY $QQQ $UX_F $ES_F","'more concerns with vix related equity hedges via  vxy vix py  x_f s_f",-1
"'The Scariest Chart For Bears via @forbes https://t.co/pgE1tFHBiX maybe some $uvxy $tvix outflows?","'the scariest chart for bears via maybe some vxy vix outflows?",-1
"'The Scariest Chart For Bears via @forbes https://t.co/RtXLi5RKh3 $tvix $uvxy $vxx #vix","'the scariest chart for bears via vix vxy",0
"'Time to sell some high-yield bonds, expert says https://t.co/0rm1Vv2F0J $hyg $jnk $bkln","'time to sell some high-yield bonds, eert says  nk kln",-1
"'Santelli Exchange: High-yield bond technical signals https://t.co/tJsx1aF3k5 $hyg $jnk $lqd $sjnk $bkln","'santelli exchange: high-yield bond technical signals  nk  jnk kln",0
"'The Scariest Chart For Bears via @forbes https://t.co/YZ4FeKDnH1 funds into $tvix $uvxy continue","'the scariest chart for bears via funds into vix vxy continue",0
"'The Scariest Chart For Bears via @forbes https://t.co/n3lRx5igFM $vxx $tvix $uvxy","'the scariest chart for bears via  vix vxy",-1
"'The Scariest Chart For Bears via @forbes https://t.co/PIfL4VnsCA I should have had $UVXY with $TVIX &amp; $VXX","'the scariest chart for bears via i should have had vxy with vix &amp;",0
"'The Scariest Chart For Bears via @forbes https://t.co/BOBtm5k4Nb the roll has big impact on $VIX vs $TVIX $UVXY","'the scariest chart for bears via the roll has big impact on  vs vix vxy",-1
"'The Scariest Chart For Bears via @forbes https://t.co/7YOXMsWbTW $TVIX $UVXY seeing massive share increases","'the scariest chart for bears via vix vxy seeing massive share increases",0
"'The Scariest Chart For Bears via @forbes https://t.co/J3EjJLCst4 $TVIX $SPY","'the scariest chart for bears via vix py",-1
"'Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te #bottomticked oil?  $hyg $JNK $BKLN $XLE","'santelli exchange: a bit too bearish? oil?  nk kln",-1
"'Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te from Feb 22 with @ricksantelli $cl_f bull along with $hyg $jnk $bkln","'santelli exchange: a bit too bearish? from feb with l_f bull along with  nk kln",-1
"""BNN - Watch TV Online | High yield rally set to continue, says Brean Capital's Tchir https://t.co/DgJ6JOOeAs $hyg $jnk $bkln","""bnn - watch tv online | high yield rally set to continue, says brean capital's tchir  nk kln",0
"""BNN - Watch TV Online | High yield rally set to continue, says Brean Capital's Tchir https://t.co/vzl5oAcFVh $hyg $jnk","""bnn - watch tv online | high yield rally set to continue, says brean capital's tchir  nk",0
"'Is The High Yield Bond Market Rally Over? via @forbes https://t.co/8qZGGso7Px $hyg $jnk","'is the high yield bond market rally over? via  nk",0
"'Is The High Yield Bond Market Rally Over? via @forbes https://t.co/4AbgycytxY $hyg$jnk $bkln","'is the high yield bond market rally over? via nk kln",-1
"'Is The High Yield Bond Market Rally Over? via @forbes https://t.co/rp7HJKUbXL $HYG $JNK $BKLN $LQD $HYLD $OIL $HYS","'is the high yield bond market rally over? via  nk kln  yld l ys",0
"'A Day In The Life Of A High Yield Bond via @forbes https://t.co/wVQjSpE9zu  my attempt to show how illiquid the market is $HYG $JNK","'a day in the life of a high yield bond via my attempt to show how illiquid the market is  nk",0
"'Is High Yield Overheating? via @forbes https://t.co/jEmcUunLGS $HYG $JNK $BKLN $HYLD $CL_F $OIL what a difference a week makes","'is high yield overheating? via  nk kln yld l_f l what a difference a week makes",0
"'@jasonzweigwsj @srussolillo I asked that question last week about high yield. Now already wondering if best is over for $hyg $jnk ?","' i asked that question last week about high yield. now already wondering if best is over for  nk ?",0
"'Is The Worst Over For Junk Bonds? via @forbes https://t.co/vHbfbejnU5 healthy pullback for $hyg $jnk today","'is the worst over for junk bonds? via healthy pullback for  nk today",0
"""RT @FZucchi: @TFMkts Ig bears can't hold HY CDX 500 - there's gonna have to be a whole lot of covering  $SPX $SPY https://t.co/EgueFUEbMl","""rt : ig bears can't hold hy cdx - there's gonna have to be a whole lot of covering px py",0
"""Is The Worst Over For Junk Bonds? via @forbes https://t.co/Ils5VoCYB8 soon I'll be asking the opposite $hyg $jnk ripping still","""is the worst over for junk bonds? via soon i'll be asking the opposite  nk ripping still",0
"""Is The Worst Over For Junk Bonds? via @forbes https://t.co/oAqifLNXnm today's price action very supportive $hyg $jnk","""is the worst over for junk bonds? via today's price action very supportive  nk",1
"""Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te $hyg $jnk $bkln $oil $spy I'm biased but worth a second look @ricksantelli","""santelli exchange: a bit too bearish?  nk kln l py i'm biased but worth a second look",-1
"'Is The Worst Over For Junk Bonds? via @forbes https://t.co/sYcVyltVkg $hyg $jnk $bkln","'is the worst over for junk bonds? via  nk kln",-1
"'Is The Worst Over For Junk Bonds? via @forbes https://t.co/f915jLNv4w $hyg $jnk $bkln $hyt","'is the worst over for junk bonds? via  nk kln yt",1
"'Is The Worst Over For Junk Bonds? via @forbes https://t.co/an9ZD5aT6j $hyg $jnk","'is the worst over for junk bonds? via  nk",-2
"'Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te $HYG $JNK $BKLN offer opportunities","'santelli exchange: a bit too bearish?  nk kln offer opportunities",-1
"'Is The Worst Over For Junk Bonds? via @forbes https://t.co/iOWFzl5g8L a look at $JNK $HYG $HYT #CEF","'is the worst over for junk bonds? via a look at nk  yt",-1
"'Has High Yield Already Bottomed? via @forbes https://t.co/jRe6e4Y2gx $hyg $JNk $HYLD $HYS $HYT $BKLN","'has high yield already bottomed? via  nk yld ys yt kln",-1
"'Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te some energy discussion &amp; lot of bond and loan talk $hyg $jnk $bkln $tlt","'santelli exchange: a bit too bearish? some energy discussion &amp; lot of bond and loan talk  nk kln lt",0
"'Santelli Exchange: A bit too bearish? https://t.co/p1j6wXQ0Te $hyg $jnk $tlt $tbt $bkln $lqd $xle #CEF $oil $cl_f","'santelli exchange: a bit too bearish?  nk lt  kln   l l_f",-1
"'@MHB2012 @Sarge986 loL!  I started a note saying July 2012 long bond yield was 2.45  same now - $TBT -40% bad etf :D","' lol! i started a note saying july long bond yield was 5 same now -  % bad etf",0
